time,src_ip,dst_ip,src_port,dest_port,pkt_len,pkts_per_sec,is_ddos
1680712015.9662879,127.0.0.1,127.0.0.1,64677,3500,16035,16.55869768493914,0
1680712015.9662879,127.0.0.1,127.0.0.1,64769,3500,16035,17.04571820508441,0
1680712015.9672902,127.0.0.1,127.0.0.1,64620,3500,16035,17.524184358271313,0
1680712015.9672902,127.0.0.1,127.0.0.1,64956,3500,16035,18.010967257112185,0
1680712015.9682896,127.0.0.1,127.0.0.1,64484,3500,16035,18.48875509000742,0
1680712015.96929,127.0.0.1,127.0.0.1,64006,3500,16035,18.966069676349367,0
1680712015.96929,127.0.0.1,127.0.0.1,64265,3500,16035,19.45237915523012,0
1680712015.970291,127.0.0.1,127.0.0.1,64969,3500,16035,19.92898843788957,0
1680712015.970291,127.0.0.1,127.0.0.1,64523,3500,16035,20.41506132661858,0
1680712015.97129,127.0.0.1,127.0.0.1,64974,3500,16035,20.89098767171017,0
1680712015.97129,127.0.0.1,127.0.0.1,64536,3500,16035,21.376824594308083,0
1680712015.9802854,127.0.0.1,127.0.0.1,64742,3500,16035,21.76753204201511,0
1680712015.9822865,127.0.0.1,127.0.0.1,64930,3500,16035,22.22973764856369,0
1680712015.9822865,127.0.0.1,127.0.0.1,64922,3500,16035,22.712992814836817,0
1680712015.9832907,127.0.0.1,127.0.0.1,64535,3500,16035,23.184996440369687,0
1680712015.9832907,127.0.0.1,127.0.0.1,64441,3500,16035,23.668017199544053,0
1680712015.9842882,127.0.0.1,127.0.0.1,64364,3500,16035,24.13940676844309,0
1680712015.9842882,127.0.0.1,127.0.0.1,64730,3500,16035,24.622194903811955,0
1680712015.985309,127.0.0.1,127.0.0.1,64301,3500,16035,25.0926182165546,0
1680712015.9862902,127.0.0.1,127.0.0.1,64281,3500,16035,25.563063394060787,0
1680712015.9862902,127.0.0.1,127.0.0.1,64882,3500,16035,26.04538534489212,0
1680712015.9862902,127.0.0.1,127.0.0.1,64691,3500,16035,26.527707295723456,0
1680712015.9872885,127.0.0.1,127.0.0.1,64004,3500,16035,26.997030661403677,0
1680712015.9872885,127.0.0.1,127.0.0.1,64020,3500,16035,27.47912049464303,0
1680712015.9962857,127.0.0.1,127.0.0.1,64656,3500,16035,27.840453486390636,0
1680712015.9962857,127.0.0.1,127.0.0.1,64351,3500,16035,28.32046130512151,0
1680712015.9962857,127.0.0.1,127.0.0.1,64444,3500,16035,28.80046912385238,0
1680712015.9973023,127.0.0.1,127.0.0.1,64188,3500,16035,29.2661955067657,0
1680712015.9973023,127.0.0.1,127.0.0.1,64923,3500,16035,29.745969203597927,0
1680712015.9982862,127.0.0.1,127.0.0.1,64908,3500,16035,30.21148081572472,0
1680712015.9982862,127.0.0.1,127.0.0.1,64338,3500,16035,30.691028130260033,0
1680712015.9992857,127.0.0.1,127.0.0.1,64261,3500,16035,31.155643046958975,0
1680712015.9992857,127.0.0.1,127.0.0.1,64725,3500,16035,31.634960632296806,0
1680712016.0003064,127.0.0.1,127.0.0.1,64848,3500,16035,32.09857479078751,0
1680712016.0003064,127.0.0.1,127.0.0.1,64806,3500,16035,32.57765799662016,0
1680712016.0012891,127.0.0.1,127.0.0.1,64189,3500,16035,33.041184604092464,0
1680712016.0022862,127.0.0.1,127.0.0.1,64751,3500,16035,33.50404574423447,0
1680712016.0022862,127.0.0.1,127.0.0.1,64507,3500,16035,33.98267496915211,0
1680712016.0032866,127.0.0.1,127.0.0.1,64903,3500,16035,34.444811234403076,0
1680712016.0032866,127.0.0.1,127.0.0.1,64533,3500,16035,34.92321139043646,0
1680712016.0092962,127.0.0.1,127.0.0.1,64442,3500,16035,35.30012427550972,0
1680712016.0092962,127.0.0.1,127.0.0.1,64131,3500,16035,35.77715298193552,0
1680712016.0102906,127.0.0.1,127.0.0.1,64146,3500,16035,36.23699164644325,0
1680712016.0112891,127.0.0.1,127.0.0.1,64970,3500,16035,36.69632356617263,0
1680712016.012286,127.0.0.1,127.0.0.1,64894,3500,16035,37.15524807722251,0
1680712016.012286,127.0.0.1,127.0.0.1,64471,3500,16035,37.631597411545876,0
1680712016.0133052,127.0.0.1,127.0.0.1,64408,3500,16035,38.089453781970484,0
1680712016.0133052,127.0.0.1,127.0.0.1,64126,3500,16035,38.565571954245115,0
1680712016.014309,127.0.0.1,127.0.0.1,64120,3500,16035,39.023041018718146,0
1680712016.014309,127.0.0.1,127.0.0.1,64641,3500,16035,39.498931762848855,0
1680712016.0152862,127.0.0.1,127.0.0.1,64790,3500,16035,39.956239761343255,0
1680712016.0152862,127.0.0.1,127.0.0.1,64175,3500,16035,40.43190928231163,0
1680712016.016307,127.0.0.1,127.0.0.1,64024,3500,16035,40.887723112090534,0
1680712016.016307,127.0.0.1,127.0.0.1,64229,3500,16035,41.3631617529288,0
1680712016.0172958,127.0.0.1,127.0.0.1,64791,3500,16035,41.81894228875811,0
1680712016.0172958,127.0.0.1,127.0.0.1,64228,3500,16035,42.29415754203945,0
1680712016.0183046,127.0.0.1,127.0.0.1,64836,3500,16035,42.74888014001718,0
1680712016.0183046,127.0.0.1,127.0.0.1,64563,3500,16035,43.22386769712848,0
1680712016.0193098,127.0.0.1,127.0.0.1,64016,3500,16035,43.67800143097093,0
1680712016.0193098,127.0.0.1,127.0.0.1,64797,3500,16035,44.15276231609018,0
1680712016.0262847,127.0.0.1,127.0.0.1,64006,3500,16035,44.48023018528363,0
1680712016.027287,127.0.0.1,127.0.0.1,64337,3500,16035,44.93211336916245,0
1680712016.027287,127.0.0.1,127.0.0.1,64381,3500,16035,45.38357342911692,0
1680712016.028289,127.0.0.1,127.0.0.1,64381,3500,16035,45.85631898567022,0
1680712016.028289,127.0.0.1,127.0.0.1,64327,3500,16035,46.32906454222352,0
1680712016.0292869,127.0.0.1,127.0.0.1,64107,3500,16035,46.77974423888582,0
1680712016.0292869,127.0.0.1,127.0.0.1,64227,3500,16035,47.25226690796548,0
1680712016.0302866,127.0.0.1,127.0.0.1,64179,3500,16035,47.70225618739092,0
1680712016.0312886,127.0.0.1,127.0.0.1,64185,3500,16035,48.15176654431544,0
1680712016.0312886,127.0.0.1,127.0.0.1,64354,3500,16035,48.62384268690677,0
1680712016.0322876,127.0.0.1,127.0.0.1,64108,3500,16035,49.07277651441772,0
1680712016.0322876,127.0.0.1,127.0.0.1,64779,3500,16035,49.54463013474866,0
1680712016.0332863,127.0.0.1,127.0.0.1,64576,3500,16035,49.99292424320966,0
1680712016.0332863,127.0.0.1,127.0.0.1,64850,3500,16035,50.464555603994654,0
1680712016.0342863,127.0.0.1,127.0.0.1,64200,3500,16035,50.91217692585129,0
1680712016.0342863,127.0.0.1,127.0.0.1,64679,3500,16035,51.383585971461024,0
1680712016.0352864,127.0.0.1,127.0.0.1,64833,3500,16035,51.83055756893277,0
1680712016.0352864,127.0.0.1,127.0.0.1,64671,3500,16035,52.301744455923064,0
1680712016.0452874,127.0.0.1,127.0.0.1,64478,3500,16035,52.52541510785631,0
1680712016.046289,127.0.0.1,127.0.0.1,64821,3500,16035,52.96951089216024,0
1680712016.046289,127.0.0.1,127.0.0.1,64333,3500,16035,53.43826762571918,0
1680712016.0472877,127.0.0.1,127.0.0.1,64916,3500,16035,53.88179884312944,0
1680712016.0472877,127.0.0.1,127.0.0.1,64051,3500,16035,54.35033622437404,0
1680712016.0482886,127.0.0.1,127.0.0.1,64594,3500,16035,54.793178330718916,0
1680712016.0482886,127.0.0.1,127.0.0.1,64564,3500,16035,55.26149609422934,0
1680712016.0492885,127.0.0.1,127.0.0.1,64135,3500,16035,55.70372870286389,0
1680712016.0492885,127.0.0.1,127.0.0.1,64718,3500,16035,56.17182726339215,0
1680712016.050287,127.0.0.1,127.0.0.1,64553,3500,16035,56.61346497273855,0
1680712016.050287,127.0.0.1,127.0.0.1,64811,3500,16035,57.0813448485463,0
1680712016.0513065,127.0.0.1,127.0.0.1,64689,3500,16035,57.52178722488548,0
1680712016.0513065,127.0.0.1,127.0.0.1,64850,3500,16035,57.989444031591866,0
1680712016.0602872,127.0.0.1,127.0.0.1,64833,3500,16035,58.2126131399634,0
1680712016.0612886,127.0.0.1,127.0.0.1,64824,3500,16035,58.65096314543052,0
1680712016.0612886,127.0.0.1,127.0.0.1,64066,3500,16035,59.11644697991806,0
1680712016.0622873,127.0.0.1,127.0.0.1,64812,3500,16035,59.55424433227855,0
1680712016.0632882,127.0.0.1,127.0.0.1,64825,3500,16035,59.99157513787529,0
1680712016.0632882,127.0.0.1,127.0.0.1,64564,3500,16035,60.45662610793634,0
1680712016.064288,127.0.0.1,127.0.0.1,64017,3500,16035,60.893367362601325,0
1680712016.064288,127.0.0.1,127.0.0.1,64306,3500,16035,61.358202227964696,0
1680712016.0652885,127.0.0.1,127.0.0.1,64384,3500,16035,61.7942944875662,0
1680712016.0652885,127.0.0.1,127.0.0.1,64722,3500,16035,62.25891324311181,0
1680712016.066287,127.0.0.1,127.0.0.1,64372,3500,16035,62.69444676346312,0
1680712016.066287,127.0.0.1,127.0.0.1,64567,3500,16035,63.158850072822105,0
1680712016.0682995,127.0.0.1,127.0.0.1,64797,3500,16035,63.56384612942488,0
1680712016.0692902,127.0.0.1,127.0.0.1,64830,3500,16035,63.998400741956665,0
1680712016.0692902,127.0.0.1,127.0.0.1,64908,3500,16035,64.46215726907229,0
1680712016.070287,127.0.0.1,127.0.0.1,64888,3500,16035,64.89591335460787,0
1680712016.070287,127.0.0.1,127.0.0.1,64211,3500,16035,65.35945559285507,0
1680712016.0712862,127.0.0.1,127.0.0.1,64359,3500,16035,65.79252424119305,0
1680712016.0712862,127.0.0.1,127.0.0.1,64623,3500,16035,66.25585187669441,0
1680712016.0722997,127.0.0.1,127.0.0.1,64788,3500,16035,66.68786351761331,0
1680712016.0722997,127.0.0.1,127.0.0.1,64057,3500,16035,67.15097368093006,0
1680712016.0733056,127.0.0.1,127.0.0.1,64829,3500,16035,67.5826013714105,0
1680712016.0733056,127.0.0.1,127.0.0.1,64984,3500,16035,68.04549590135167,0
1680712016.0742896,127.0.0.1,127.0.0.1,64452,3500,16035,68.47720134762055,0
1680712016.0742896,127.0.0.1,127.0.0.1,64651,3500,16035,68.93988514050989,0
1680712016.0752864,127.0.0.1,127.0.0.1,64291,3500,16035,69.37057410105957,0
1680712016.0752864,127.0.0.1,127.0.0.1,64613,3500,16035,69.83304459506664,0
1680712016.0763066,127.0.0.1,127.0.0.1,64378,3500,16035,70.26236465852725,0
1680712016.0763066,127.0.0.1,127.0.0.1,64875,3500,16035,70.7246170575965,0
1680712016.0772915,127.0.0.1,127.0.0.1,64836,3500,16035,71.15447455394803,0
1680712016.0772915,127.0.0.1,127.0.0.1,64003,3500,16035,71.61651659650614,0
1680712016.0782888,127.0.0.1,127.0.0.1,64066,3500,16035,72.0453603675075,0
1680712016.0782888,127.0.0.1,127.0.0.1,64247,3500,16035,72.50718960063256,0
1680712016.0792873,127.0.0.1,127.0.0.1,64946,3500,16035,72.93538576675975,0
1680712016.0792873,127.0.0.1,127.0.0.1,64149,3500,16035,73.39700213237217,0
1680712016.0802882,127.0.0.1,127.0.0.1,64183,3500,16035,73.82450986615108,0
1680712016.081288,127.0.0.1,127.0.0.1,64851,3500,16035,74.2516555854478,0
1680712016.081288,127.0.0.1,127.0.0.1,64133,3500,16035,74.71284599281083,0
1680712016.081288,127.0.0.1,127.0.0.1,64539,3500,16035,75.17403640017386,0
1680712016.0822897,127.0.0.1,127.0.0.1,64150,3500,16035,75.60030501000251,0
1680712016.0822897,127.0.0.1,127.0.0.1,64056,3500,16035,76.0612824795757,0
1680712016.096308,127.0.0.1,127.0.0.1,64994,3500,16035,76.03093896106094,0
1680712016.096308,127.0.0.1,127.0.0.1,64781,3500,16035,76.48895666564565,0
1680712016.097286,127.0.0.1,127.0.0.1,64257,3500,16035,76.91252232002276,0
1680712016.097286,127.0.0.1,127.0.0.1,64092,3500,16035,77.37033495288004,0
1680712016.1064577,127.0.0.1,127.0.0.1,64290,3500,16035,77.50271899632243,0
1680712016.107465,127.0.0.1,127.0.0.1,64894,3500,16035,77.92283246404864,0
1680712016.107465,127.0.0.1,127.0.0.1,64996,3500,16035,78.37852154278576,0
1680712016.1084461,127.0.0.1,127.0.0.1,64594,3500,16035,78.79898171522473,0
1680712016.1084461,127.0.0.1,127.0.0.1,64812,3500,16035,79.25446715866534,0
1680712016.109447,127.0.0.1,127.0.0.1,64721,3500,16035,79.67363044448574,0
1680712016.109447,127.0.0.1,127.0.0.1,64566,3500,16035,80.12890833273994,0
1680712016.110446,127.0.0.1,127.0.0.1,64715,3500,16035,80.54755233207483,0
1680712016.1114466,127.0.0.1,127.0.0.1,64711,3500,16035,80.9657544058889,0
1680712016.1114466,127.0.0.1,127.0.0.1,64181,3500,16035,81.42061819468603,0
1680712016.1124477,127.0.0.1,127.0.0.1,64448,3500,16035,81.83821506502291,0
1680712016.1124477,127.0.0.1,127.0.0.1,64925,3500,16035,82.29287181538415,0
1680712016.1144662,127.0.0.1,127.0.0.1,64107,3500,16035,82.67166056075608,0
1680712016.115447,127.0.0.1,127.0.0.1,64462,3500,16035,83.08888078209182,0
1680712016.115447,127.0.0.1,127.0.0.1,64777,3500,16035,83.54291838199396,0
1680712016.1164646,127.0.0.1,127.0.0.1,64580,3500,16035,83.9581660275233,0
1680712016.1164646,127.0.0.1,127.0.0.1,64920,3500,16035,84.41199395199641,0
1680712016.1174643,127.0.0.1,127.0.0.1,64234,3500,16035,84.82733683089504,0
1680712016.1174643,127.0.0.1,127.0.0.1,64443,3500,16035,85.28095895298537,0
1680712016.1184454,127.0.0.1,127.0.0.1,64268,3500,16035,85.69644228131081,0
1680712016.1184454,127.0.0.1,127.0.0.1,64968,3500,16035,86.14986261084157,0
1680712016.119446,127.0.0.1,127.0.0.1,64073,3500,16035,86.5640078305156,0
1680712016.119446,127.0.0.1,127.0.0.1,64433,3500,16035,87.01722253119894,0
1680712016.1204457,127.0.0.1,127.0.0.1,64957,3500,16035,87.43082461617954,0
1680712016.1204457,127.0.0.1,127.0.0.1,64613,3500,16035,87.88383407014938,0
1680712016.121446,127.0.0.1,127.0.0.1,64353,3500,16035,88.29683758448037,0
1680712016.121446,127.0.0.1,127.0.0.1,64929,3500,16035,88.7496418797854,0
1680712016.122446,127.0.0.1,127.0.0.1,64677,3500,16035,89.16206650893382,0
1680712016.122446,127.0.0.1,127.0.0.1,64099,3500,16035,89.6146658313142,0
1680712016.123446,127.0.0.1,127.0.0.1,64831,3500,16035,90.02652216400219,0
1680712016.123446,127.0.0.1,127.0.0.1,64620,3500,16035,90.47891674774088,0
1680712016.1244462,127.0.0.1,127.0.0.1,64587,3500,16035,90.89018628036011,0
1680712016.1244462,127.0.0.1,127.0.0.1,64869,3500,16035,91.34237626185444,0
1680712016.1254466,127.0.0.1,127.0.0.1,64532,3500,16035,91.75305965226794,0
1680712016.1254466,127.0.0.1,127.0.0.1,64991,3500,16035,92.20504516779636,0
1680712016.1264462,127.0.0.1,127.0.0.1,64971,3500,16035,92.61518297650863,0
1680712016.1264462,127.0.0.1,127.0.0.1,64022,3500,16035,93.06696435688185,0
1680712016.1274655,127.0.0.1,127.0.0.1,64044,3500,16035,93.475702663132,0
1680712016.1284657,127.0.0.1,127.0.0.1,64083,3500,16035,93.8848731554,0
1680712016.1284657,127.0.0.1,127.0.0.1,64809,3500,16035,94.33624273787788,0
1680712016.1344607,127.0.0.1,127.0.0.1,64405,3500,16035,94.5318114579397,0
1680712016.136461,127.0.0.1,127.0.0.1,64442,3500,16035,94.89651315166564,0
1680712016.136461,127.0.0.1,127.0.0.1,64956,3500,16035,95.34625965949344,0
1680712016.137461,127.0.0.1,127.0.0.1,64226,3500,16035,95.75294473609833,0
1680712016.137461,127.0.0.1,127.0.0.1,64828,3500,16035,96.20248907758237,0
1680712016.1384616,127.0.0.1,127.0.0.1,64658,3500,16035,96.6085756648583,0
1680712016.1384616,127.0.0.1,127.0.0.1,64558,3500,16035,97.05791787725298,0
1680712016.1394455,127.0.0.1,127.0.0.1,64525,3500,16035,97.46416807848243,0
1680712016.1394455,127.0.0.1,127.0.0.1,64188,3500,16035,97.91331171018051,0
1680712016.1404445,127.0.0.1,127.0.0.1,64262,3500,16035,98.3183415988441,0
1680712016.1404445,127.0.0.1,127.0.0.1,64666,3500,16035,98.76728379792557,0
1680712016.1414459,127.0.0.1,127.0.0.1,64280,3500,16035,99.1716431986564,0
1680712016.1414459,127.0.0.1,127.0.0.1,64967,3500,16035,99.62038366561865,0
1680712016.1424448,127.0.0.1,127.0.0.1,64369,3500,16035,100.02428524695736,0
1680712016.1424448,127.0.0.1,127.0.0.1,64162,3500,16035,100.47282464268363,0
1680712016.1424448,127.0.0.1,127.0.0.1,64536,3500,16035,100.9213640384099,0
1680712016.143464,127.0.0.1,127.0.0.1,64737,3500,16035,101.32358143008103,0
1680712016.154465,127.0.0.1,127.0.0.1,64234,3500,16035,101.27243317860886,0
1680712016.1554601,127.0.0.1,127.0.0.1,64760,3500,16035,101.67342684695751,0
1680712016.1554601,127.0.0.1,127.0.0.1,64280,3500,16035,102.11936292961961,0
1680712016.1564453,127.0.0.1,127.0.0.1,64815,3500,16035,102.5202606360701,0
1680712016.1564453,127.0.0.1,127.0.0.1,64325,3500,16035,102.9660008997052,0
1680712016.157445,127.0.0.1,127.0.0.1,64623,3500,16035,103.36568124171575,0
1680712016.157445,127.0.0.1,127.0.0.1,64586,3500,16035,103.8112229712059,0
1680712016.1584618,127.0.0.1,127.0.0.1,64929,3500,16035,104.20955241268322,0
1680712016.1584618,127.0.0.1,127.0.0.1,64975,3500,16035,104.65489238025879,0
1680712016.1594653,127.0.0.1,127.0.0.1,64165,3500,16035,105.0532839984989,0
1680712016.160447,127.0.0.1,127.0.0.1,64118,3500,16035,105.45234902376092,0
1680712016.160447,127.0.0.1,127.0.0.1,64614,3500,16035,105.89729564411434,0
1680712016.1614487,127.0.0.1,127.0.0.1,64986,3500,16035,106.29485994463846,0
1680712016.1614487,127.0.0.1,127.0.0.1,64561,3500,16035,106.73960831260766,0
1680712016.1624465,127.0.0.1,127.0.0.1,64412,3500,16035,107.13681345469809,0
1680712016.1624465,127.0.0.1,127.0.0.1,64237,3500,16035,107.5813645478711,0
1680712016.1634457,127.0.0.1,127.0.0.1,64206,3500,16035,107.9779517371922,0
1680712016.1634457,127.0.0.1,127.0.0.1,64137,3500,16035,108.42230544804484,0
1680712016.1644473,127.0.0.1,127.0.0.1,64128,3500,16035,108.81822818096023,0
1680712016.1644473,127.0.0.1,127.0.0.1,64152,3500,16035,109.26238421435191,0
1680712016.165466,127.0.0.1,127.0.0.1,64858,3500,16035,109.65692163658755,0
1680712016.1664639,127.0.0.1,127.0.0.1,64514,3500,16035,110.0521269561151,0
1680712016.1664639,127.0.0.1,127.0.0.1,64757,3500,16035,110.49588553255104,0
1680712016.167446,127.0.0.1,127.0.0.1,64291,3500,16035,110.89131862694242,0
1680712016.167446,127.0.0.1,127.0.0.1,64851,3500,16035,111.3348839014502,0
1680712016.1684446,127.0.0.1,127.0.0.1,64688,3500,16035,111.72895276339159,0
1680712016.1684446,127.0.0.1,127.0.0.1,64057,3500,16035,112.17232162356378,0
1680712016.1694446,127.0.0.1,127.0.0.1,64751,3500,16035,112.56578593683697,0
1680712016.1704457,127.0.0.1,127.0.0.1,64119,3500,16035,112.95884203479105,0
1680712016.1704457,127.0.0.1,127.0.0.1,64095,3500,16035,113.35158556719031,0
1680712016.171446,127.0.0.1,127.0.0.1,64366,3500,16035,113.79436519831215,0
1680712016.171446,127.0.0.1,127.0.0.1,64818,3500,16035,114.23714482943399,0
1680712016.172464,127.0.0.1,127.0.0.1,64439,3500,16035,114.62826550691067,0
1680712016.172464,127.0.0.1,127.0.0.1,64106,3500,16035,115.07084568261303,0
1680712016.1734464,127.0.0.1,127.0.0.1,64516,3500,16035,115.4632172341122,0
1680712016.1734464,127.0.0.1,127.0.0.1,64967,3500,16035,115.90560503960687,0
1680712016.1744456,127.0.0.1,127.0.0.1,64688,3500,16035,116.29658518153663,0
1680712016.1744456,127.0.0.1,127.0.0.1,64067,3500,16035,116.73877752062992,0
1680712016.1754456,127.0.0.1,127.0.0.1,64545,3500,16035,117.1291799876115,0
1680712016.1764486,127.0.0.1,127.0.0.1,64722,3500,16035,117.51907659531125,0
1680712016.1764486,127.0.0.1,127.0.0.1,64617,3500,16035,117.9088512564649,0
1680712016.1774473,127.0.0.1,127.0.0.1,64450,3500,16035,118.35045744094603,0
1680712016.178445,127.0.0.1,127.0.0.1,64841,3500,16035,118.73974373667586,0
1680712016.178445,127.0.0.1,127.0.0.1,64384,3500,16035,119.1811554234293,0
1680712016.1794465,127.0.0.1,127.0.0.1,64978,3500,16035,119.5697159639533,0
1680712016.1794465,127.0.0.1,127.0.0.1,64265,3500,16035,120.01093262802692,0
1680712016.1804473,127.0.0.1,127.0.0.1,64369,3500,16035,120.39898044471428,0
1680712016.1804473,127.0.0.1,127.0.0.1,64591,3500,16035,120.84000235110517,0
1680712016.1814466,127.0.0.1,127.0.0.1,64912,3500,16035,121.22760234468836,0
1680712016.1814466,127.0.0.1,127.0.0.1,64440,3500,16035,121.66842998957813,0
1680712016.1824462,127.0.0.1,127.0.0.1,64544,3500,16035,122.05546893753996,0
1680712016.183445,127.0.0.1,127.0.0.1,64394,3500,16035,122.44221848716906,0
1680712016.183445,127.0.0.1,127.0.0.1,64851,3500,16035,122.88265812201499,0
1680712016.1844468,127.0.0.1,127.0.0.1,64925,3500,16035,123.26870571362235,0
1680712016.1844468,127.0.0.1,127.0.0.1,64194,3500,16035,123.708951091171,0
1680712016.1854455,127.0.0.1,127.0.0.1,64629,3500,16035,124.09463346617517,0
1680712016.1854455,127.0.0.1,127.0.0.1,64437,3500,16035,124.53468535789919,0
1680712016.1864457,127.0.0.1,127.0.0.1,64971,3500,16035,124.91975695238256,0
1680712016.1864457,127.0.0.1,127.0.0.1,64033,3500,16035,125.35961525151066,0
1680712016.1864457,127.0.0.1,127.0.0.1,64853,3500,16035,125.79947355063877,0
1680712016.1874444,127.0.0.1,127.0.0.1,64481,3500,16035,126.18389900216661,0
1680712016.1884446,127.0.0.1,127.0.0.1,64808,3500,16035,126.5679074229534,0
1680712016.1884446,127.0.0.1,127.0.0.1,64310,3500,16035,127.00737932372755,0
1680712016.1884446,127.0.0.1,127.0.0.1,64856,3500,16035,127.44685122450169,0
1680712016.1894462,127.0.0.1,127.0.0.1,64487,3500,16035,127.83005572274882,0
1680712016.1904469,127.0.0.1,127.0.0.1,64727,3500,16035,128.21297685326414,0
1680712016.191446,127.0.0.1,127.0.0.1,64461,3500,16035,128.59564238277127,0
1680712016.191446,127.0.0.1,127.0.0.1,64403,3500,16035,129.03453536018688,0
1680712016.192445,127.0.0.1,127.0.0.1,64515,3500,16035,129.41668654831534,0
1680712016.192445,127.0.0.1,127.0.0.1,64771,3500,16035,129.8553871806825,0
1680712016.1934445,127.0.0.1,127.0.0.1,64659,3500,16035,130.2369841509639,0
1680712016.1934445,127.0.0.1,127.0.0.1,64339,3500,16035,130.67549251510857,0
1680712016.1944454,127.0.0.1,127.0.0.1,64102,3500,16035,131.05648087449512,0
1680712016.1944454,127.0.0.1,127.0.0.1,64404,3500,16035,131.49479686404192,0
1680712016.1954453,127.0.0.1,127.0.0.1,64555,3500,16035,131.8753139843651,0
1680712016.1964452,127.0.0.1,127.0.0.1,64254,3500,16035,132.2554978475119,0
1680712016.1964452,127.0.0.1,127.0.0.1,64922,3500,16035,132.69342995958976,0
1680712016.1974463,127.0.0.1,127.0.0.1,64353,3500,16035,133.07301987534598,0
1680712016.1974463,127.0.0.1,127.0.0.1,64171,3500,16035,133.51076007230435,0
1680712016.1984477,127.0.0.1,127.0.0.1,64756,3500,16035,133.88981172386167,0
1680712016.1984477,127.0.0.1,127.0.0.1,64953,3500,16035,134.32736012818802,0
1680712016.1994467,127.0.0.1,127.0.0.1,64069,3500,16035,134.70602860655404,0
1680712016.1994467,127.0.0.1,127.0.0.1,64277,3500,16035,135.1433858422896,0
1680712016.2004647,127.0.0.1,127.0.0.1,64200,3500,16035,135.52040256900395,0
1680712016.2004647,127.0.0.1,127.0.0.1,64993,3500,16035,135.95756515793622,0
1680712016.2014604,127.0.0.1,127.0.0.1,64647,3500,16035,136.33538711447846,0
1680712016.2014604,127.0.0.1,127.0.0.1,64566,3500,16035,136.77235950907615,0
1680712016.2024574,127.0.0.1,127.0.0.1,64732,3500,16035,137.14957713102243,0
1680712016.2024574,127.0.0.1,127.0.0.1,64975,3500,16035,137.5863592237964,0
1680712016.2034433,127.0.0.1,127.0.0.1,64766,3500,16035,137.96373325638842,0
1680712016.2034433,127.0.0.1,127.0.0.1,64745,3500,16035,138.40032734897193,0
1680712016.204444,127.0.0.1,127.0.0.1,64262,3500,16035,138.7762935864581,0
